1330 10.41 9.481 15.179 14.365 16.321
1340 10.191 9.868 15.416 15.01 16.804
1350 10.02 9.568 15.772 15.392 16.375
1360 10.606 10.377 15.505 15.095 15.636
1370 10.867 9.899 15.772 15.376 16.142
1380 10.871 9.205 16.187 15.813 16.811
1390 10.769 9.668 15.54 15.433 16.743
1400 11.46 10.317 14.982 15.761 16.993
1410 11.94 10.223 16.044 15.154 16.953
1420 11.996 10.474 16.273 15.509 17.654
1430 12.049 10.785 16.603 15.731 18.158
1440 11.498 10.722 16.462 15.951 17.728
1450 11.821 10.978 16.739 16.229 18.093
1460 11.99 11.266 17.087 16.623 17.5
1470 12.14 11.215 17.541 16.41 17.877
1480 12.257 11.068 17.266 16.718 18.131
1490 12.355 11.402 16.381 16.703 18.347
1500 12.042 11.608 16.961 16.53 18.615
1510 12.094 11.82 17.33 15.741 18.551
1520 12.144 12.109 17.563 16.442 18.382
1530 12.658 12.006 17.771 17.306 18.722
1540 12.732 12.256 18.027 17.564 18.336
1550 13.192 12.222 17.959 17.958 18.764
1560 13.484 11.899 18.208 17.673 18.198
1570 13.562 12.318 18.171 17.975 18.74
1580 13.655 11.772 18.457 17.888 19.442
1590 13.622 12.31 18.689 17.785 19.787
1600 13.905 13.007 18.615 18.123 19.61
1610 14.278 13.357 18.848 18.387 19.882
1620 14.373 13.181 19.065 18.635 20.244
1630 14.174 13.453 19.349 18.592 20.096
1640 14.3 13.814 19.277 18.85 20.043
1650 14.398 13.666 19.518 19.095 19.556
1660 14.666 13.606 19.808 19.388 20.09
1670 14.906 13.133 19.105 19.317 20.438
1680 15.246 13.621 19.571 19.174 20.679
1690 14.981 14.272 19.836 18.519 20.891
1700 15.238 14.655 20.014 19.132 21.152
1710 15.535 14.376 20.229 19.515 21.064
1720 15.636 14.666 20.552 20.153 21.305
1730 15.607 14.551 20.351 19.95 21.602
1740 15.884 14.799 20.601 20.183 21.535
1750 16.028 15.122 20.967 20.545 21.79
1760 16.04 15.048 20.759 20.278 21.762
1770 16.484 15.316 20.727 20.558 22.047
1780 16.607 15.292 21.029 20.465 22.298
1790 16.733 15.566 21.296 20.735 22.575
1800 16.873 15.816 21.573 20.725 22.94
1810 17.026 16.104 21.537 20.998 22.773
1820 17.041 16.49 21.787 21.245 23.06
1830 17.353 16.299 22.055 21.533 23.046
1840 17.501 16.271 22.398 21.918 23.311
1850 17.758 16.576 22.292 21.728 23.228
1860 18.079 16.364 22.225 22.018 23.515
1870 18.569 16.729 22.543 21.996 23.743
1880 18.623 16.989 22.76 21.795 23.988
1890 18.32 17.215 22.989 22.154 24.321
1900 18.132 17.475 23.304 22.4 24.795
1910 18.261 17.844 23.163 22.621 24.411
1920 18.348 17.917 23.408 22.887 23.622
1930 18.671 17.742 23.738 23.265 24.155
1940 18.498 17.693 23.598 23.043 24.496
1950 18.572 17.243 23.543 23.329 24.737
1960 18.641 18.105 23.029 23.291 24.956
1970 18.703 18.367 23.545 23.124 24.902
1980 18.757 18.268 24.206 22.438 24.521
1990 18.809 18.511 24.573 23.631 24.972
2000 18.86 18.478 24.337 23.835 24.372
